"","user","type"
"4054","@conorjdwyer will represent #TeamUSA at #FINA2014Doha.Roster/schedule: ","sports"
"4055","@clairedonahue will represent #TeamUSA at #FINA2014Doha.Roster/schedule: ","sports"
"4056","@MattGrevers will represent #TeamUSA at #FINA2014Doha.Roster/schedule: ","sports"
"4057","@NatalieCoughlin will represent #TeamUSA at #FINA2014Doha.Roster/schedule: ","sports"
"4058","@TylerClary will represent #TeamUSA at #FINA2014Doha.Roster/schedule: ","sports"
"4059","@RyanLochte will represent #TeamUSA at #FINA2014Doha.Roster/schedule: ","sports"
"4060","Yes, #GirlsPlayHockey.Here's Olympic medalist @Hilary_Knight doing shooting drills with the @AnaheimDucks: ","sports"
"4061","“We will prove...that we can put on the Olympics of all Olympics.” -Brazil’s president @dilmabr: ","sports"
"4062","@DanLamothe Very powerful images. Universal Sports Network will televise the #WarriorGames2014 on October 23.","sports"
"4063","@Carlin_Isles (@USARugby) is faster than any player in the history of the NFL combine: ","sports"
"4064","@usavolleyball @USAVBeach Highlights from the first full season together for partners @kerrileewalsh/@AprilRossBeach: ","sports"
"4065","7 @avpbeach wins.4 @FIVBWorldTour wins.1 fun season for @kerrileewalsh/@AprilRossBeach: ","sports"
"4066","The 2014-2015 Figure Skating TV schedule to watch your favorite @USFigureSkating stars: ","sports"
"4067",".@lindseyvonn is back on the snow!Photo: Story: ","sports"
"4068","@EllenBetty @Simone_Biles @USAGym That's correct! Here's the schedule for 2014: ","sports"
"4069","@MenaB719 @USFigureSkating Hi Amanda, good news! USN is on the @TWC Sports Pass! ","sports"
"4070","Thailand announced they were in talks to host the Tour de France.That was news to race organizers: ","sports"
"4071","“I’m not concerned…he just makes dumb decisions.” -@RyanLochte on @MichaelPhelps: ","sports"
"4072","IOC officials now sound much more optimistic about preparations for the #Rio2016 Olympics: ","sports"
"4073","@OutlawTriathlon will be televised in the United States on Monday, October 6 at 5 PM ET!","sports"
"4074","@ddeguzman1224 Thanks for watching David!","sports"
"4075","WATCH #USAvBUL (@usavolleyball vs. @BVF_Volleyball) at #FIVBWomensWCH LIVE online here: ","sports"
"4076","@usavolleyball vs. @BVF_Volleyball is LIVE online! ","sports"
"4077","@Taylored2jump The #FIVBWomensWCH is LIVE online! ","sports"
"4078","@ShalaneFlanagan (@usatf) set the new American 25K record at the @berlinmarathonE (h/t @runnersworld).Highlight: ","sports"
"4079","@skiswm Thanks for letting @Suddenlink @SuddenlinkHelp know you want to watch Universal Sports! 1-877-694-9474","sports"
"4080","@McKaylaMaroney, the the 2013 World vault champion. #tbtHighlight: ","sports"
"4081","#TBT @Simone_Biles (@USAGym) won the world all-around championship at #FIG2013Antwerp: ","sports"
"4082","Coverage of the @fina1908 Synchronized Swimming World Cup begins tonight: ","sports"
"4083","An Indian boxer refused to accept her medal at the #2014AsianGames: ","sports"
"4084","The @usatf Athlete of the Week is @ShalaneFlanagan, who set a personal marathon best at @berlinmarathonE: ","sports"
"4085","Another city withdrew its bid to host the 2022 Winter Olympics: ","sports"
"4086","@IOWHtwn You're right, thank you.","sports"
"4087","@TheRealPanicFC @usavolleyball Good news! You can watch a replay of this morning's match here: ","sports"
"4088","@TheRealPanicFC @usavolleyball Hi Eddie, where is the #FIVBWomensWCH schedule: ","sports"
"4089","@matthewlcooke Hi Matt, not on USN. The race already occurred, and this is a delayed television broadcast.","sports"
"4090","@Tri_Sasha Correct, in Chicago on November 1!","sports"
"4091","One month to go until @USARugby vs. @AllBlacks! #USAvAllBlacks ","sports"
"4092","@finasynchroqc14 Coverage of the FINA #synchroworldcup begins tomorrow in the U.S.: ","sports"
"4093","@USASynchro Coverage of the FINA Synchronized Swimming World Cup begins tomorrow: ","sports"
"4094","Today @lindseyvonn skied for the first time in 10 months: ","sports"
"4095","Relive @usavolleyball's victory over Turkey at the #FIVBWomensWCH in its entirety here: ","sports"
"4096","@xavenco @Taylored2jump Correct, Universal Sports is only available in the United States. Another channel should have rights in France.","sports"
"4097","@SaraHall3 What a race! Here's the highlight: ","sports"
"4098","@EthanZohn Did you catch the highlights from the #berlinmarathon? ","sports"
"4099","@ryanhall3 What a race! Here's the highlight: ","sports"
"4100","@Neil_Gottlieb It was on live online, but delayed for TV.","sports"
"4101","@bmartrun What a race! Here's the highlight! ","sports"
"4102","@jenniferloring Hi Jennifer, here's the full interview with Shalane: ","sports"
"4103","@Kiss_my_Panache @jmmedicus Hello, here are the highlights from #Ponferrada2014:","sports"
"4104","@FernandoGaliana Hi Fernando, thanks for letting @DIRECTV know you want to watch cycling in HD on Universal Sports Network!","sports"
"4105","@lasipple Hi LIsa, thanks for watching! Here are the highlights from #Ponferrada2014: ","sports"
"4106","Nobody better than @amyvandyken to discuss the power of sport at @USOlympic #OlympicAssembly: ","sports"
"4107","@LindsTR Hi Lindsey, here are the highlights from the #berlinmarathon! ","sports"
"4108","@vsqre Hi Victor, thanks for watching! Here are the highlights from #Ponferrada2014: ","sports"
"4109","@teslaosiris Thanks for watching #Ponferrada2014! Here are all the highlights: ","sports"
"4110","@Neil_Gottlieb Hi Neil, here are the highlights from the #berlinmarathon: ","sports"
"4111","@thedirtfield @danmaize @DotsieBausch @RochelleGilmore Thanks for watching #Ponferrada2014! Here are the highlights: ","sports"
"4112","@JENNREITHER @Bridie_OD Thanks for watching #Ponferrada2014! Here are all the highlights: ","sports"
"4113","Miss any of the cycling action from @UCI_cycling Road Worlds?All of the highlights from @Ponferrada2014: ","sports"
"4114","Today is #NationalCoffeeDay.Here are tips on how much coffee to drink while training: ","sports"
"4115","@ShalaneFlanagan on the @berlinmarathonE: ""I put everything I had into the race.""Interview: ","sports"
"4116","Highlight of the Weekend: Dennis Kimetto broke the men's marathon WORLD RECORD: ","sports"
"4117","@DotsieBausch @SteveSchlanger and @BiciGoGo review the #Ponferrada2014 men's elite road race: ","sports"
"4118","@michalkwiatek (@opqscyclingteam) won the men’s elite race at #Ponferrada2014.Highlight: ","sports"
"4119","The view from the the @FIVBWorldTour #SaoPauloGS: ","sports"
"4120","Today @ShalaneFlanagan ran the 2nd fastest marathon time EVER by a @usatf athlete (2:21:14): ","sports"
"4121","WORLD RECORD for Dennis Kimetto in the men's marathon! ","sports"
"4122","This is what makes the @UCI_cycling Rainbow Jersey so special. #Ponferrada2014: ","sports"
"4123","#TeamUSA is 3-0 at #FIVBWomensWCH.Watch @usavolleyball vs. Thailand at 2 PM ET LIVE online: ","sports"
"4124","RT if you believe @ShalaneFlanagan (@usatf) will break the American marathon record! ","sports"
"4125","@richmond2015 is a ""huge motivation"" for me, according to @taylorphinney: ","sports"
"4126","Fashion tips and more from @usacycling's @taylorphinney at @Interbike: ","sports"
"4127","@lemondbikes Interview with @GregLemond from @Interbike: ","sports"
"4128","@yo_sram Thanks for watching! You can find bonus videos here: ","sports"
"4129","2011 Tour de France winner @CadelOfficial (@BMCProTeam) announced he will retire in February: ","sports"
"4130","@Neil_Gottlieb That's right! Here's the full story! ","sports"
"4131","@FaradayBikes brought their electric bicycles to #Interbike.More: ","sports"
"4132","@BSXathletics developed a way to measure your Lactate Threshold to tell you if you’re over-training.More: ","sports"
"4133","@DahonBikes' folding bicycle is a must-see for cycling enthusiasts: ","sports"
"4134","@jaybirdsport is the industry leader in bluetooth headphones. More from #Interbike: ","sports"
"4135","@Lezyne wants to make sure you are safe on your bicycle.More: ","sports"
"4136","@MioGlobal created the world’s first heart rate monitor you can wear on your wrist.More: ","sports"
"4137","@thequeenofpain sat down for an interview with @craighummer at #Interbike: ","sports"
"4138","@jasonbskates (@USFigureSkating) earned his first senior intl. victory at #NebelhornTrophy: ","sports"
"4139","@jordanblancoSF Hi Jordan, please let @comcast know you want to watch cycling on Universal Sports! 1-800-266-2278","sports"
"4140","@jordanblancoSF Hi Jordan, who is your TV provider?","sports"
"4141","@GoTrackTownUSA could become the first U.S. city to host the IAAF World Athletics Championships: ","sports"
"4142","@SanyaRichiRoss in Eugene, which could become the 1st U.S. city to host the IAAF World Champs: ","sports"
"4143","Eugene, Oregon will submit a bid to become the first U.S. city to host the @iaaforg World Athletics Championships: ","sports"
"4144","The 2015 @NastiaLiukin Cup will be in Dallas @ATTStadium.Will we see Sean Lee (@dallascowboys) on the balance beam? ","sports"
"4145","@RoyceB828 Hi Royce, here's the link to watch USN live online! ","sports"
"4146","@smallsunday @EmMoberg Absolutely! Here's the link to watch LIVE online! ","sports"
"4147","@USAWP's Bret Bonanni, Kami Craig and @maggiesteffens were all nominated for the 2014 @fina1908 Best Player of the Year award.","sports"
"4148","While in Verona for @FIVBWomensWCH, @usavolleyball visited Juliet's balcony from Romeo and Juliet (h/t @ToriDixon06) ","sports"
"4149","@kristakou @BMCProTeam Yes, don't miss the women's elite time trial at 9 AM ET LIVE! ","sports"
"4150","@PRVoleibol @usavolleyball Here is the schedule to watch the @FIVBWomensWCH live online: Later rounds on TV.","sports"
"4151","@karen_dotson Hi Karen, thanks for letting @dish know you want to watch cycling on USN in HD! ","sports"
"4152","@teslaosiris Hi Michael, you can watch #Ponferrada2014 highlights here: ","sports"
"4153","@BiciGoGo Here's the highlight of @velociosports' victory! ","sports"
"4154","@evelyn_stevens talks about getting the gold for the Women’s Team Time Trials: ","sports"
"4155","@yonderwesty Hi Alyson, please fill out this brief survey to let @Uverse know you want to watch cycling on USN! ","sports"
"4156","@KathrynBertine @farcryhomestead Thank you to you both! Here's the remaining USN cycling schedule: ","sports"
"4157","@ToriDixon06 Schedule to watch Team USA at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4158","@Krobin32 Schedule to watch Team USA at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4159","@fakinradewo Schedule to watch Team USA at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4160","@JordanLarson10 Schedule to watch Team USA at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4161","@krishildebrand1 Schedule to watch Team USA at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4162","@nicolemdavis6 Schedule to watch Team USA at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4163","@KaylaBanwarth2 Schedule to watch Team USA at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4164","@aglass6 Schedule to watch Team USA at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4165","@karch_kiraly Schedule to watch @usavolleyball at the #FIVBWomensWCH on TV/online in the United States: ","sports"
"4166","What do think about @RickieFowlerPGA's patriotic #RyderCup haircut? (h/t @PGATOUR) ","sports"
"4167","Weekend Highlight: @AprilRossBeach/@kerrileewalsh completed their UNDEFEATED @avpbeach season! ","sports"
"4168","The @USA_Swimming Athlete of the Year is...@katieledecky!Story: ","sports"
"4169","Scary crash involving three cycling teammates at #Ponferrada2014: ","sports"
"4170","Undefeated @avpbeach season for @kerrileewalsh/@AprilRossBeach! #AVPHBCHAMPS (h/t @beachkl) ","sports"
"4171","GOLD medal for @BMCProTeam at #Ponferrada2014, with @usacycling's @tejay_van!Highlight: ","sports"
"4172","California’s 3-foot law went into effect this week to protect the safety of bicyclists ","sports"
"4173","Watch cycling's pinnacle event, the @Ponferrada2014 #RoadWorlds, LIVE online here: ","sports"
"4174","Includes the #Ponferrada2014 #RoadWorlds! MT @USOlympic:Something for everyone this weekend! 5 must follow events: ","sports"
"4175","One year to go until @USARugby opens @rugbyworldcup competition against Samoa! #RWC2015","sports"
"4176","Today is National Gymnastics Day! #NGD2014 Here's @USAGym's @jordyn_wieber @gabrielledoug and @NastiaLiukin ","sports"
"4177","@formerfire Good news! USN is available on @CoxComm's Sports Pak 2! ","sports"
"4178","@formerfire Hello, who is your TV provider?","sports"
"4179","@ashton_locklear will represent Team USA at the 2014 World Championships: ","sports"
"4180","@MadisonKocian will represent Team USA at the 2014 World Championships: ","sports"
"4181","@AlyBaumann1 will represent Team USA at the 2014 World Championships: ","sports"
"4182","@kyla_ross96 will represent Team USA at the 2014 World Championships: ","sports"
"4183","@Simone_Biles, the reigning world all-around champion, will represent @USAGym at the 2014 World Championships: ","sports"
"4184","@MarkAdkison Correct, through @DishWorld, not the USN website.","sports"
"4185","@NickGismondi @skydiveUSPA @SDCAIRNEWS Looks like fun! Can't wait to see the footage.","sports"
"4186","@MarkAdkison Hi Mark, please contact @DishWorld for questions about their streaming services.","sports"
"4187","Schedule to watch the 2014 @UCI_cycling Road World Championships on Universal Sports: ","sports"
"4188","Few jobs in sports are more grueling than being a cycling Soigneur: ","sports"
"4189","@lashawnmerritt continued his winning ways, claiming the men’s 400 meters title at the #ContinentalCup.Highlight: ","sports"
"4190","@theREALMcCorory won the women’s 400m title at the #ContinentalCup.Highlight: ","sports"
"4191","The Americas team, led by several @usatf athletes, finished 2nd at the 2014 IAAF #ContinentalCup.Highlights: ","sports"
"4192","@DylanvanBaarle won the 2014 @TourofBritain.#tob2014 highlights: ","sports"
"4193","@BigTimeTrackFan Do you subscribe to @DIRECTV's Sports Pack? ","sports"
"4194","@craighummer The US Lifeguard National Championships are on Universal Sports tonight at 8 PM ET!","sports"
"4195","After winning the #Spain2014 gold medal, @usabasketball qualified for the #Rio2016 Olympics! ","sports"
"4196","@FansVlo @SteveSchlanger @BiciGoGo @SportsnetOne Thanks for watching #LaVuelta! Highlights: ","sports"
"4197","@BigTimeTrackFan Hi Larry, who is your TV provider?","sports"
"4198","@Debitoews Hi Debi, can you please fill out this brief survey to let @CharterCom know you want to watch USN? ","sports"
"4199","@djcontraption Thank you Dahron!","sports"
"4200","@JPChiesa @BiciGoGo @SteveSchlanger @lavuelta Thanks for watching Jose! Here are all the highlights from #LaVuelta: ","sports"
"4201","@Debitoews Hi Debi, who is your TV provider?","sports"
"4202","@BigTimeTrackFan Glad to hear it. Here are highlights as well: ","sports"
"4203","@Rennnyrunner Thanks for watching! Here are highlights from #LaVuelta: ","sports"
"4204","@Speakupnowgirl Hello, who is your TV provider?","sports"
"4205","@CharlieTames @BiciGoGo @lavuelta Thanks for watching Charlie! Here are highlights from #LaVuelta: ","sports"
"4206","@Cmdr0 Thanks for watching David! Here are highlights from #LaVuelta: ","sports"
"4207","@SteveSchlanger @BiciGoGo Here are highlights from all 21 stages of #LaVuelta: ","sports"
"4208","@shellibeanFLA @LoisHorwitz @Velocentric @BiciGoGo @SteveSchlanger Thanks for watching! Highlights from #LaVuelta: ","sports"
"4209","@LoisHorwitz USN is broadcast in HD! But it's up to your provider to provide bandwidth. Please let @DIRECTV @DIRECTVSports know you want HD!","sports"
"4210","@whague USN is broadcast in HD! But it's up to your provider to provide bandwidth. Please let @DIRECTV @DIRECTVSports know you want HD!","sports"
"4211","@kevin_brand @NBCSN Thanks for watching Kevin! Here are all the highlights from #LaVuelta! ","sports"
"4212","@rldurso Hi Rick, unfortunately USN didn't have rights to that race. Here are highlights from the #ContinentalCup: ","sports"
"4213","Highlight of the Weekend: @albertocontador (@tinkoff_saxo) won the 2014 #LaVuelta.Recap: ","sports"
"4214","2000+ miles.21 stages. 1 winner.Tune in now for the final stage of #LaVuelta LIVE! ","sports"
"4215","Cyclists will race past Big Ben during Stage 8 of the @TourofBritain: #tob2014 ","sports"
"4216",".@trackjenny narrowly edged @bmartrun to win the @nyrr #5thAveMile (@nyrrnews) ","sports"
"4217","Want to watch your favorite @usatf athletes at the @iaaforg #ContinentalCup?Schedule/preview: ","sports"
"4218","Ever wondered what cyclists do when nature calls during a race?Answer: #LaVuelta","sports"
"4219","Stage 20 of @lavuelta is LIVE now! #LaVuelta ","sports"
"4220","International Paralympic Committee said Oscar Pistorius' trial ""had no negative impact on the Paralympic movement."" ","sports"
"4221","This fan could not have been in a better position to record this crash in Stage 5 of the @TourofBritain: #tob2014","sports"
"4222","Today would have been Jesse Owens' 101st birthday (h/t @AtoBoldon): ","sports"
"4223","After winning the @Diamond_League men's 100m title, @justingatlin was named the @usatf Athlete of the Week: ","sports"
"4224","@EvanJager will run the 3000m steeplechase at IAAF Continental Cup after setting the American record at #BrusselsDL: ","sports"
"4225","@abumbalough will run the 5000m at the IAAF Continental Cup: ","sports"
"4226","@Lagat1500 will look to defend his title in the 3000m at the IAAF Continental Cup: ","sports"
"4227","@Leomanzano will run the 1500m at the IAAF Continental Cup: ","sports"
"4228","@Dbang800 will run the 800m at the IAAF Continental Cup: ","sports"
"4229","@lashawnmerritt will run both the 400m and 4x400m at the IAAF Continental Cup: ","sports"
"4230","@Mr_Rodgers_DAT will run the 100m at the IAAF Continental Cup: ","sports"
"4231","List of athletes from @usatf who will compete at the @iaaforg #ContinentalCup this weekend: ","sports"
"4232","@candymike55 Hi Mike, please let @comcast know how you feel! 1-800-266-2278","sports"
"4233","@KoachVaughn @CoverGround That's correct, Universal Sports has coverage of Olympic sports all year long! ","sports"
"4234","@djcontraption Hi Dahron, please let @comcast @XFINITY @XFINITYSports know you need to see #Richmond2015 on Universal Sports! 1-800-266-2278","sports"
"4235","Will anyone catch @albertocontador at #LaVuelta? Stage 17 is LIVE now! ","sports"
"4236","USN is in Las Vegas for @Interbike, the largest bicycle trade event in the U.S. (h/t @KrystleSonmore): #Interbike","sports"
"4237","@Bill_Labance @velochimp USN is broadcast in HD! However, it's up to your provider to provide it. Please let @DIRECTV know you want HD!","sports"
"4238","@Bill_Labance @velochimp Hi Bill, who is your TV provider?","sports"
"4239","If Scotland votes to break away from the United Kingdom, what would it mean for its Olympic athletes? ","sports"
"4240","@scot4642 Thanks for watching! Here's the complete cycling schedule: ","sports"
"4241","@velochimp Thanks for watching Marcello! Here's the complete cycling schedule: ","sports"
"4242","@NickGismondi tackles a hill with the @stagescycling power meter, the same power meter used by @TeamSky: ","sports"
"4243","Despite injuring his knee, @alliseeisgold (@USAWrestling) won bronze at the #Tashkent2014 World Champs.Highlights: ","sports"
"4244","@chriszepa Hi Chris, here is a recap with highlights on USN's website! ","sports"
"4245","Here's @USARugby's Seamus Kelly/@Suni_3 and @AllBlacks's @ryan_crotty/@VictorVito1103 in Chicago for #USAvAllBlacks ","sports"
"4246","@djcontraption Hi Dahron, who is your TV provider?","sports"
"4247","Today is a rest day at #LaVuelta. Yesterday two cyclists traded punches: ","sports"
"4248","“When @katieledecky swims, she’s such a little animal and I want to be like that too.” -@Nathangadrian: ","sports"
"4249","Update from Japan on Tokyo’s preparations for the 2020 Summer Olympics: ","sports"
"4250","@TheChrisPags Hi Christopher, can you please fill out this brief survey to let @Uverse know you want to watch USN? ","sports"
"4251","Highlight of the Weekend: @allysonfelix ran the year's FASTEST 200m.Highlight: ","sports"
"4252","@papak8 Hi Duane, thanks for watching #LaVuelta. @SteveSchlanger and @BiciGoGo are calling the actions. Highlights: ","sports"
"4253","@zinhead Hi Al, thanks for letting @comcast @XFINITY @XFINITYSports know you want to watch cycling on USN!","sports"
"4254","@jarrahg Hello, please let @comcast @XFINITY @XFINITYSports know you want to watch Equestrian on Universal Sports! 1-800-266-2278","sports"
"4255","@Rennnyrunner Hi Rene, here are all the highlights from this weekend! ","sports"
"4256","@Captain_Trouty USN is broadcast in HD! However, it is up to your provider to provide bandwidth to air in HD. Let @DIRECTV know you want HD!","sports"
"4257","2013 @lavuelta winner @hornerakg will be interviewed on USN during Stage 11 of #LaVuelta Wednesday at 10 AM: ","sports"
"4258","What can't @usainbolt do?Here he is playing cricket in India with @YUVSTRONG12 ","sports"
"4259","@TourDeJose Hi José, that's correct, USN has rights to the race in the United States.","sports"
"4260","@TourDeJose Here is the video of the crash: ","sports"
"4261","@velonews Here is the video of the crash: ","sports"
"4262","Nairo Quintana crashed during Stage 10 to lose his race lead at #LaVuelta: ","sports"
"4263","Highlight of the Weekend: @usatriathlon's @gwenjorgensen won the 2014 ITU World Championship.Video: ","sports"
"4264","Hard work works. #MotivationMonday ","sports"
"4265","Today is a rest day at #LaVuelta, but catch up with a race recap show with @SteveSchlanger and @BiciGoGo at 10 AM ET.","sports"
"4266","Catch up on all of the highlights from the @normandie2014 #WEG2014: ","sports"
"4267","@sgroffy finished second in the ITU @worldtriathlon Series standings: ","sports"
"4268","2014 ITU World Championship title goes to...@usatriathlon's @gwenjorgensen! ","sports"
"4269","The elite men are ready for the ITU @worldtriathlon Series Grand Final. #WTSEdmonton ","sports"
"4270","This is why @MylesMarshall97 was named the @usatf Athlete of the Week: ","sports"
"4271","ITU @worldtriathlon rankings before #WTSEdmonton at 2 PM ET: 1. @gwenjorgensen (@usatriathlon)2. @sgroffy (USA)3. @jodiestimpson (GBR)","sports"
"4272","BLOOPER: fireworks interrupt IOC President Thomas Bach's speech at the Closing Ceremony of the #YouthOlympics: ","sports"
"4273","@heathjwade Hi Heath, thanks for letting @DIRECTV know you want to watch USN in HD!","sports"
"4274","@Debitoews Hi Debi, thanks for letting @Charter know you want to watch cycling on USN!","sports"
"4275","Beach volleyball players @skylarcaputo and @muno_zana have a message for @USOlympic fans about the #YouthOlympics: ","sports"
"4276","#TeamUSA at the first modern Olympic Games in 1896! #TBT (h/t @USOlympic) ","sports"
"4277","#DiamondLeague is LIVE from Stockholm (#DNGalen).Watch online here: ","sports"
"4278","Wish a very Happy Birthday to @usainbolt before the #DiamondLeague starts! ","sports"
"4279",".@lolojones plans to take a break from competition: ","sports"
"4280","Good news @USAGym fans--you can watch the #PGChamps LIVE online here: ","sports"
"4281","@NastiaLiukin has now thrown two first pitches in less than a week! First the @Mets then the @Pirates! ","sports"
"4282","STRIKE! @NastiaLiukin (@USAGym) threw the first pitch at a @Pirates game while in Pittsburgh for #PGChamps ","sports"
"4283","@schlockdaddy Yes, here's a preview: ","sports"
"4284","@weezyrider Doping will be discussed. Here's a preview: ","sports"
"4285","@dshrull Yes, here's a preview: ","sports"
"4286","The murder trial of Oscar Pistorius wrapped up today. Details: ","sports"
"4287","The world's best mountain bikers are in NY for the @WindhamWorldCup: ","sports"
"4288",".@RyanLochte gave away his #Phillips66Nats medal to a lucky fan! ","sports"
"4289","Just 75 minutes after losing a race, @FranklinMissy rebounded to win the NATIONAL TITLE in the women's 200m back: ","sports"
"4290","@karch_kiraly and Team USA defeated Russia at the #FIVBGrandPrix. Highlights: ","sports"
"4291","@fakinradewo and @RADAMSS (middle blockers) combined to score 30 points to lead Team USA over Russia #FIVBGrandPrix: ","sports"
"4292","This guy's a top-10 WR over the last 5 games. @1befun says get him on your @YahooFantasy team ","sports"
"4293","REMINDER: Set your #FantasyBasketball roster, the NBA is back tonight! ","sports"
"4294","Big Ben, bye weeks, Buccaneers. Here's your Rewind. ","sports"
"4295","The NBA season starts tomorrow! Here are three #FantasyBasketball sleepers for your draft, watch: ","sports"
"4296","So close you can almost smell Pau Gasol. Sign up for Fantasy Basketball today: ","sports"
"4297","Hope you updated the Yahoo Fantasy App.* Sent bugs to Jets for conditional draft pick","sports"
"4298","Fun, if crazy, finish in London. Lots of great #AskFFL questions, as always. Now go enjoy the elegant madness of the NFL. Good luck!","sports"
"4299","@CRILLYDIOS Baldwin more likely for downfield connections or a touchdown.","sports"
"4300","@RicciVaughn @robin6996 The real point is you must trade one. And we've loved Olsen all year, too.","sports"
"4301","@ReisNielsen Jackson.","sports"
"4302","Wallace gets in end zone, Edelman rarely does. MT @SpenceNoste Wallace or Edelman? #AskFFL","sports"
"4303","So close. I think I have Ertz higher. It's a coin flip. (Heads.) @kpatel3443 ertz or Dwayne Allen? Standard league #AskFFL","sports"
"4304","Miller more paths to ball, safer floor. MT @salfuschino Miller or Tate? #AskFFL","sports"
"4305","Charles, still a tier or two above. MT @MarkCPA McKinnon or Charles?  #AskFFL","sports"
"4306","@Ivansito69 Smith feels safer. Both solid though.","sports"
"4307","Marshall. I trust Trestman. MT @junaidd_97 Marshall or t.Williams? #askFFL","sports"
"4308","Cadet in PPR. Lean his way in standard, too. MT @zombietako Cadet or Taliaferro? #AskFFL","sports"
"4309","Graham over Cook. I could go either way with Allen/Graham, Allen safer. MT @TrueLakerboy24 Graham Allen Cook? #AskFFL","sports"
"4310","Bennett a better floor. MT @finnmaccoul22 Bennett or Reed, PPR? #AskFFL","sports"
"4311","@ColtFourFivee Weak vote to Garcon, as Hopkins still somewhat underutilized.","sports"
"4312","Ingram, zero hesitation. He has a defined role. Bucs realizing Martin isn't much. MT @TrillMaxwell Ingram or Martin? #AskFFL","sports"
"4313","@HarrisonMNT Taliaferro by default.","sports"
"4314","McCoy worries me, so I lean Baldwin. MT @faisalseehar Baldwin or DeSean? #AskFFL","sports"
"4315","@BamaRobinson Graham there, though I do like Harbor.","sports"
"4316","Edelman for me, better QB and surroundings. MT @elizapaa Edelman or Sanu? #AskFFL","sports"
"4317","Hilton always. Watkins second. MT @cwehbey watkins, anthony dixon or T.Y? #AskFFL","sports"
"4318","@foundanewsong I'd play Ertz, since I'm not sure what Graham is ready for.","sports"
"4319","@TheRealCVerde Are you dropping Hunter for a waiver add? Are you dangling him in trade? It's probably one of those.","sports"
"4320","@treyjones1123 Cutler, but it's a coin flip.","sports"
"4321","Ivory, not close. Martin can't be trusted. MT @Marti_Graz Ivory or Martin? #AskFFL","sports"
"4322","I want Bradshaw's floor. MT @CajunChico07 Gio or Bradshaw? #AskFFL","sports"
"4323","@TomLynch86 I go Wallace first, but it's very close. No bad play here.","sports"
"4324","Love Decker's chances to score this week. So solid when healthy. MT @jimdesai Decker or Martin? #AskFFL","sports"
"4325","@jeffspady Brees at home.","sports"
"4326","@TonysHHI Ellington, but man, to have those problems!","sports"
"4327","@pjdimalanta Definitely Adams.","sports"
"4328","Bennett, but it's close. Not sure what McCoy will be able to do. MT @c_batto Bennett or Reed? #AskFFL","sports"
"4329","Jones. Moncrief isn't Top 50 until I see something. MT @snusscobar James Jones or Moncrief? #AskFFL","sports"
"4330","Starting means ""Snap 1."" I have him in mid-20s. MT @Damiere_ Dixon is starting in BUF. is he worth a chance ?#AskFFL","sports"
"4331","Bradshaw, though I think Ivory will be okay even with tough draw. MT @WillPrado1 Bradshaw or Ivory? #AskFFL","sports"
"4332","@mcs Very close. Jackson's target floor is the edge to me.","sports"
"4333","Palmer a better floor, and Floyd a tier above, too. MT @TNBaseballFAN Cam or Carson? Floyd or Garcon? #AskFFL","sports"
"4334","@ChiefVolfan615 Lean Smith, but it's close.","sports"
"4335","Yes. Love both, any format. Foles feels an eyelash safer. MT @arvi604 Foles or Palmer? #AskFFL","sports"
"4336","Ertz has the better setup, game looks more friendly for scoring. MT @scheng46 #AskFFL Zach Ertz or Jordan Cameron?","sports"
"4337","@mattDL90 I'd sit Tate or McKinnon, lean to sitting McKinnon.","sports"
"4338","I have them as neighbors. Lean Kelce. MT @nyETSfan24 Kelce or Cameron? #AskFFL","sports"
"4339","Two teams desperately trying to lose, Detroit and Atlanta.","sports"
"4340","@benoberg Heh. I assume you're kidding. If you're not … ","sports"
"4341","I hope everyone finally learned today: it's JOYK Bell, not JOE-EKE Bell.","sports"
"4342","@PLaurieri Charles, though a lot of teams would use both.","sports"
"4343","If you have two sure starters at a use-one position, you have to deal one. Take a paper loss, it's okay. Target bad teams.","sports"
"4344","Olsen, no hesitation. But come on, trade one. MT @Alejandrito_PIF G Olsen or J Graham? #AskFFL","sports"
"4345","Ingram. Love him to score this week. MT @tripbeez Ingram or Colston, non-PPR? #AskFFL","sports"
"4346","@DGat_14 Wallace first, but I see both doing well.","sports"
"4347","@mazauskas Cooks, not that I am in love with him. But worried game flow will nix Mason.","sports"
"4348","Has to be Sanu. I want Norv Turner out of my life. MT @__FFJunkie__ Sanu or C Patterson today for flex spot in PPR? #AskFFL","sports"
"4349","Wilson, rushing backboard. MT @WVshines Wilson or Brady? #AskFFL","sports"
"4350","I still think he's fool's gold because I don't trust Norv at all. MT  @OsFanMoon45 Patterson thoughts? #AskFFL","sports"
"4351","@Simmba813 It's not for everybody, but I would play Allen.","sports"
"4352","@nunleyci Not Marshall. The other two, perhaps. I like Baldwin second on that list. I'd sit Benjy.","sports"
